Country,Habitat,title,Quantity,Percentage
Hungary,urban,Data Architect,2,0.035%
Hungary,urban,Data Base Design Analyst,2,0.035%
Hungary,urban,Data Capture Clerk,1,0.018%
Hungary,urban,Data Capture Specialist,1,0.018%
Hungary,urban,Data Communications Software Consultant,1,0.018%
Hungary,urban,Data Conversion Operator,1,0.018%
Hungary,urban,Data Coordinator,2,0.035%
Hungary,urban,Data Entry Machine Operator,1,0.018%
Hungary,urban,Data Entry Technician,1,0.018%
Hungary,urban,Data Management Associate,2,0.035%
Hungary,urban,Data Management Information Technology Specialist,1,0.018%
Hungary,urban,Data Miner,1,0.018%
Hungary,urban,Data Operations Director,1,0.018%
Hungary,urban,Data Processing Auditor,1,0.018%
Hungary,urban,Data Processing Services Sales Representative,3,0.053%
Hungary,urban,Data Processing Supervisor,1,0.018%
Hungary,urban,Data Processing Systems Analyst,2,0.035%
Hungary,urban,Data Processing Systems Project Planner,1,0.018%
Hungary,urban,Data Processor,1,0.018%
Hungary,urban,Data Specialist,2,0.035%
Hungary,urban,Data Storage Specialist,2,0.035%
Hungary,urban,Data Warehouse Analyst,1,0.018%
Hungary,urban,Data Warehouse Architect,1,0.018%
Hungary,urban,Data Warehouse Developer,1,0.018%
Hungary,urban,Data Warehouse Specialist,1,0.018%
Hungary,urban,Data Warehousing Manager,1,0.018%
Hungary,urban,Data Warehousing Specialist,1,0.018%
Hungary,urban,Database Administration Associate,1,0.018%
Hungary,urban,Database Administration Manager,1,0.018%
Hungary,urban,Database Coordinator,1,0.018%
Hungary,urban,Database Design Analyst,1,0.018%
Hungary,urban,Database Designer,1,0.018%
Hungary,urban,Database Developer,1,0.018%
Hungary,urban,Database Engineer,2,0.035%
Hungary,urban,Database Management System Specialist (DBMS Specialist),1,0.018%
Hungary,urban,Database Manager,1,0.018%
Hungary,urban,Database Marketing Analyst,2,0.035%
Hungary,urban,Database Security Administrator,1,0.018%
Hungary,urban,Database Software Technician,2,0.035%
Hungary,urban,Database Tester,1,0.018%
Hungary,urban,Databases Computer Consultant,2,0.035%
Hungary,urban,Databases Software Consultant,1,0.018%
Hungary,urban,Datastage Developer,1,0.018%
Hungary,urban,Director of Data Operations,2,0.035%
Hungary,urban,Electronic Data Interchange System Developer (EDI System Developer),1,0.018%
Hungary,urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",2,0.035%
Hungary,urban,Field Traffic Data Technician,2,0.035%
Hungary,urban,Geographic Information Systems Data Manager (GIS Data Manager),3,0.053%
Hungary,urban,Geographic Information Systems Data Specialist (GIS Data Specialist),2,0.035%
Hungary,urban,Head of Information Systems and Data Processing,1,0.018%
Hungary,urban,Health Data Analyst,1,0.018%
Hungary,urban,Internet Database Specialist,2,0.035%
Hungary,urban,Marketing Database Analyst,1,0.018%
Hungary,urban,Naval Tactical Data System--Combat Information Center Officer,1,0.018%
Hungary,urban,Oracle Database Administrator (Oracle DBA),1,0.018%
Hungary,urban,SQL Database Administrator,2,0.035%
Ireland,non-urban,Automatic Data Processing Planner (ADP Planner),1,0.018%
Ireland,non-urban,Data Architect,1,0.018%
Ireland,non-urban,Data Miner,1,0.018%
Ireland,non-urban,Data Processing Mechanic,1,0.018%
Ireland,non-urban,Data Systems Manager,1,0.018%
Ireland,non-urban,Data Warehousing Manager,1,0.018%
Ireland,non-urban,Database Consultant,1,0.018%
Ireland,non-urban,Database Security Administrator,1,0.018%
Ireland,non-urban,Database Tester,1,0.018%
Ireland,non-urban,Electronic Data Processing Auditor (EDP Auditor),1,0.018%
Ireland,non-urban,Geographic Information Systems Database Administrator (GIS Database Administrator),1,0.018%
Ireland,non-urban,Reference Data Expert,1,0.018%
Ireland,non-urban,SQL Database Administrator,1,0.018%
Ireland,urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),1,0.018%
Ireland,urban,Data Acquisition Technician,1,0.018%
Ireland,urban,Data Communications Analyst,2,0.035%
Ireland,urban,Data Control Clerk Supervisor,1,0.018%
Ireland,urban,Data Input Clerk,1,0.018%
Ireland,urban,Data Management Associate,2,0.035%
Ireland,urban,Data Processing Auditor,2,0.035%
Ireland,urban,Data Processing Consultant,2,0.035%
Ireland,urban,Data Processing Manager,1,0.018%
Ireland,urban,Data Processing Systems Analyst,2,0.035%
Ireland,urban,Data Processing Systems Project Planner,1,0.018%
Ireland,urban,Data Scientist,1,0.018%
Ireland,urban,Data Security Administrator,1,0.018%
Ireland,urban,Data Specialist,1,0.018%
Ireland,urban,Data Systems Manager,1,0.018%
Ireland,urban,Data Warehouse Analyst,1,0.018%
Ireland,urban,Data Warehousing Specialist,1,0.018%
Ireland,urban,Database Administration Associate,1,0.018%
Ireland,urban,Database Architect,1,0.018%
Ireland,urban,Database Designer,1,0.018%
Ireland,urban,Database Modeler,2,0.035%
Ireland,urban,Database Tester,1,0.018%
Ireland,urban,Geographic Information Systems Data Manager (GIS Data Manager),2,0.035%
Ireland,urban,Geographic Information Systems Data Specialist (GIS Data Specialist),1,0.018%
Ireland,urban,Geographic Information Systems Database Administrator (GIS Database Administrator),1,0.018%
Ireland,urban,LiDAR Data Analyst,1,0.018%
Ireland,urban,"Operations Officer, Afloat (Naval Tactical Data Systems)",1,0.018%
Ireland,urban,Oracle Database Administrator (Oracle DBA),1,0.018%
Italy,non-urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),2,0.035%
Italy,non-urban,Automatic Data Processing Planner,2,0.035%
Italy,non-urban,Automatic Data Processing Planner (ADP Planner),1,0.018%
Italy,non-urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),1,0.018%
Italy,non-urban,Clinical Data Analyst,1,0.018%
Italy,non-urban,Computer or Data Processing Systems Consultant,2,0.035%
Italy,non-urban,Data Administrator,3,0.053%
Italy,non-urban,Data Architect,3,0.053%
Italy,non-urban,Data Base Design Analyst,1,0.018%
Italy,non-urban,Data Capture Clerk,1,0.018%
Italy,non-urban,Data Center Operator,1,0.018%
Italy,non-urban,Data Communications Analyst,2,0.035%
Italy,non-urban,Data Communications Technician,1,0.018%
Italy,non-urban,Data Compiler,2,0.035%
Italy,non-urban,Data Coordinator,2,0.035%
Italy,non-urban,Data Entry Clerk,1,0.018%
Italy,non-urban,Data Entry Operator,1,0.018%
Italy,non-urban,Data Entry Representative,3,0.053%
Italy,non-urban,Data Entry Specialist,1,0.018%
Italy,non-urban,Data Entry Supervisor,1,0.018%
Italy,non-urban,Data Management Associate,1,0.018%
Italy,non-urban,Data Management Information Technology Specialist,2,0.035%
Italy,non-urban,Data Miner,2,0.035%
Italy,non-urban,Data Modeling Specialist,1,0.018%
Italy,non-urban,Data Officer,5,0.088%
Italy,non-urban,Data Operations Director,1,0.018%
Italy,non-urban,Data Processing Auditor,4,0.07%
Italy,non-urban,Data Processing Consultant,1,0.018%
Italy,non-urban,Data Processing Supervisor,1,0.018%
Italy,non-urban,Data Processing Systems Project Planner,1,0.018%
Italy,non-urban,Data Processor,1,0.018%
Italy,non-urban,Data Reduction Technician,1,0.018%
Italy,non-urban,Data Sciences Director,1,0.018%
Italy,non-urban,Data Scientist,1,0.018%
Italy,non-urban,Data Specialist,1,0.018%
Italy,non-urban,Data Storage Specialist,2,0.035%
Italy,non-urban,Data Systems Manager,1,0.018%
Italy,non-urban,Data Transcriber,1,0.018%
Italy,non-urban,Data Warehouse Analyst,1,0.018%
Italy,non-urban,Data Warehouse Architect,4,0.07%
Italy,non-urban,Data Warehouse Developer,2,0.035%
Italy,non-urban,Data Warehouse Specialist,1,0.018%
Italy,non-urban,Data Warehousing Engineer,1,0.018%
Italy,non-urban,Data Warehousing Manager,5,0.088%
Italy,non-urban,Data Warehousing Specialist,3,0.053%
Italy,non-urban,Database Administration Manager,2,0.035%
Italy,non-urban,Database Administration Project Manager,1,0.018%
Italy,non-urban,Database Administrator (DBA),1,0.018%
Italy,non-urban,Database Architect,4,0.07%
Italy,non-urban,Database Consultant,4,0.07%
Italy,non-urban,Database Coordinator,1,0.018%
Italy,non-urban,Database Design Analyst,2,0.035%
Italy,non-urban,Database Designer,1,0.018%
Italy,non-urban,Database Development Project Manager,1,0.018%
Italy,non-urban,Database Development and Administration Project Manager,4,0.07%
Italy,non-urban,Database Engineer,1,0.018%
Italy,non-urban,Database Manager,5,0.088%
Italy,non-urban,Database Modeler,2,0.035%
Italy,non-urban,Database Security Administrator,2,0.035%
Italy,non-urban,Database Security Expert,1,0.018%
Italy,non-urban,Database Software Technician,3,0.053%
Italy,non-urban,Database Tester,4,0.07%
Italy,non-urban,Databases Computer Consultant,1,0.018%
Italy,non-urban,Databases Software Consultant,1,0.018%
Italy,non-urban,Director of Data Operations,2,0.035%
Italy,non-urban,Electronic Data Interchange System Developer (EDI System Developer),1,0.018%
Italy,non-urban,Electronic Data Processing Auditor (EDP Auditor),2,0.035%
Italy,non-urban,Field Artillery Automated Tactical Data System Specialist,1,0.018%
Italy,non-urban,Flight Data Technician,1,0.018%
Italy,non-urban,Flight Test Data Acquisition Technician,1,0.018%
Italy,non-urban,Geographic Information Systems Data Manager (GIS Data Manager),1,0.018%
Italy,non-urban,Geographic Information Systems Data Specialist (GIS Data Specialist),2,0.035%
Italy,non-urban,Geographic Information Systems Database Administrator (GIS Database Administrator),3,0.053%
Italy,non-urban,Head of Information Systems and Data Processing,1,0.018%
Italy,non-urban,Internet Database Specialist,2,0.035%
Italy,non-urban,Marketing Database Analyst,1,0.018%
Italy,non-urban,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",1,0.018%
Italy,non-urban,"Operations Officer, Afloat (Naval Tactical Data Systems)",1,0.018%
Italy,non-urban,Oracle Database Administrator (Oracle DBA),2,0.035%
Italy,non-urban,SCADA Technician (Supervisory Control and Data Acquisition Technician),1,0.018%
Italy,non-urban,SQL Database Administrator,1,0.018%
Italy,non-urban,Scientific Database Curator,1,0.018%
Italy,non-urban,Weight in Motion Field Data Collection Technician,2,0.035%
Italy,urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),8,0.14%
Italy,urban,Automatic Data Processing Planner,5,0.088%
Italy,urban,Automatic Data Processing Planner (ADP Planner),8,0.14%
Italy,urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),7,0.123%
Italy,urban,Business Database Analyst,1,0.018%
Italy,urban,Clinical Data Abstractor,1,0.018%
Italy,urban,Clinical Data Associate,2,0.035%
Italy,urban,Clinical Data Coordinator,1,0.018%
Italy,urban,Clinical Data Management Associate Director,1,0.018%
Italy,urban,Clinical Data Management Manager (CDM Manager),3,0.053%
Italy,urban,Clinical Data Specialist,2,0.035%
Italy,urban,Computer or Data Processing Systems Consultant,5,0.088%
Italy,urban,Customer Data Technician,1,0.018%
Italy,urban,Data Acquisition Technician,2,0.035%
Italy,urban,Data Administrator,10,0.175%
Italy,urban,Data Analysis Assistant,1,0.018%
Italy,urban,Data Analyst,2,0.035%
Italy,urban,Data Architect,8,0.14%
Italy,urban,Data Base Design Analyst,8,0.14%
Italy,urban,Data Capture Clerk,2,0.035%
Italy,urban,Data Coder Operator,5,0.088%
Italy,urban,Data Collection Technician,1,0.018%
Italy,urban,Data Collector,2,0.035%
Italy,urban,Data Communications Analyst,7,0.123%
Italy,urban,Data Communications Software Consultant,5,0.088%
Italy,urban,Data Compiler,1,0.018%
Italy,urban,Data Control Assistant,2,0.035%
Italy,urban,Data Control Clerk Supervisor,2,0.035%
Italy,urban,Data Conversion Operator,1,0.018%
Italy,urban,Data Coordinator,8,0.14%
Italy,urban,Data Entry Associate,1,0.018%
Italy,urban,Data Entry Clerk,2,0.035%
Italy,urban,Data Entry Machine Operator,1,0.018%
Italy,urban,Data Entry Supervisor,2,0.035%
Italy,urban,Data Examination Clerk,1,0.018%
Italy,urban,Data Input Clerk,4,0.07%
Italy,urban,Data Management Associate,5,0.088%
Italy,urban,Data Management Information Technology Specialist,7,0.123%
Italy,urban,Data Manager,4,0.07%
Italy,urban,Data Miner,12,0.21%
Italy,urban,Data Modeler,1,0.018%
Italy,urban,Data Modeling Specialist,12,0.21%
Italy,urban,Data Officer,10,0.175%
Italy,urban,Data Operations Director,3,0.053%
Italy,urban,Data Processing Auditor,9,0.158%
Italy,urban,Data Processing Auxiliary Equipment Operator,1,0.018%
Italy,urban,Data Processing Consultant,3,0.053%
Italy,urban,Data Processing Control Clerk,2,0.035%
Italy,urban,Data Processing Manager,5,0.088%
Italy,urban,Data Processing Services Sales Representative,1,0.018%
Italy,urban,Data Processing Systems Analyst,9,0.158%
Italy,urban,Data Processing Systems Project Planner,9,0.158%
Italy,urban,Data Processor,2,0.035%
Italy,urban,Data Sciences Director,1,0.018%
Italy,urban,Data Scientist,11,0.193%
Italy,urban,Data Security Administrator,3,0.053%
Italy,urban,Data Security Analyst,6,0.105%
Italy,urban,Data Storage Specialist,10,0.175%
Italy,urban,Data Systems Manager,7,0.123%
Italy,urban,Data Technician,1,0.018%
Italy,urban,Data Typist,3,0.053%
Italy,urban,Data Warehouse Analyst,7,0.123%
Italy,urban,Data Warehouse Architect,10,0.175%
Italy,urban,Data Warehouse Developer,5,0.088%
Italy,urban,Data Warehouse Specialist,8,0.14%
Italy,urban,Data Warehousing Engineer,7,0.123%
Italy,urban,Data Warehousing Manager,8,0.14%
Italy,urban,Data Warehousing Specialist,6,0.105%
Italy,urban,Database Administration Associate,6,0.105%
Italy,urban,Database Administration Manager,10,0.175%
Italy,urban,Database Analyst,3,0.053%
Italy,urban,Database Architect,11,0.193%
Italy,urban,Database Consultant,7,0.123%
Italy,urban,Database Coordinator,4,0.07%
Italy,urban,Database Design Analyst,6,0.105%
Italy,urban,Database Designer,8,0.14%
Italy,urban,Database Developer,2,0.035%
Italy,urban,Database Development Project Manager,1,0.018%
Italy,urban,Database Development and Administration Project Manager,6,0.105%
Italy,urban,Database Engineer,7,0.123%
Italy,urban,Database Management System Specialist (DBMS Specialist),10,0.175%
Italy,urban,Database Manager,3,0.053%
Italy,urban,Database Marketing Analyst,7,0.123%
Italy,urban,Database Modeler,4,0.07%
Italy,urban,Database Programmer,2,0.035%
Italy,urban,Database Security Administrator,9,0.158%
Italy,urban,Database Security Expert,8,0.14%
Italy,urban,Database Software Technician,8,0.14%
Italy,urban,Database Specialist,3,0.053%
Italy,urban,Database Tester,6,0.105%
Italy,urban,Databases Computer Consultant,3,0.053%
Italy,urban,Databases Software Consultant,2,0.035%
Italy,urban,Datastage Developer,1,0.018%
Italy,urban,Director of Data Operations,6,0.105%
Italy,urban,Electronic Data Interchange System Developer (EDI System Developer),5,0.088%
Italy,urban,Electronic Data Processing Auditor (EDP Auditor),6,0.105%
Italy,urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",8,0.14%
Italy,urban,Field Artillery Automated Tactical Data System Specialist,1,0.018%
Italy,urban,Field Traffic Data Technician,1,0.018%
Italy,urban,Flight Data Technician,2,0.035%
Italy,urban,GPS Field Data Collector (Global Positioning System Field Data Collector),1,0.018%
Italy,urban,Geographic Information Systems Data Administrator (GIS Data Administrator),5,0.088%
Italy,urban,Geographic Information Systems Data Manager (GIS Data Manager),5,0.088%
Italy,urban,Geographic Information Systems Data Specialist (GIS Data Specialist),6,0.105%
Italy,urban,Geographic Information Systems Database Administrator (GIS Database Administrator),9,0.158%
Italy,urban,Head of Information Systems and Data Processing,4,0.07%
Italy,urban,Health Data Analyst,3,0.053%
Italy,urban,Internet Database Specialist,9,0.158%
Italy,urban,Micro Computer Data Processor,2,0.035%
Italy,urban,Naval Tactical Data System--Combat Information Center Officer,1,0.018%
Italy,urban,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",3,0.053%
Italy,urban,"Naval Tactical Data System--Combat Information Center Watch Officer, General",2,0.035%
Italy,urban,"Operations Officer, Afloat (Naval Tactical Data Systems)",2,0.035%
Italy,urban,Oracle Database Administrator (Oracle DBA),2,0.035%
Italy,urban,SCADA Operator (Supervisory Control and Data Acquisition Operator),1,0.018%
Italy,urban,SCADA Technician (Supervisory Control and Data Acquisition Technician),1,0.018%
Italy,urban,SQL Database Administrator,8,0.14%
Italy,urban,Scientific Database Curator,2,0.035%
Italy,urban,Survey Data Technician,1,0.018%
Italy,urban,Voice and Data Technician,3,0.053%
Latvia,non-urban,Data Processing Clerk,1,0.018%
Latvia,non-urban,Data Processing Manager,1,0.018%
Latvia,non-urban,Data Processing Systems Project Planner,1,0.018%
Latvia,non-urban,Database Design Analyst,1,0.018%
Latvia,non-urban,Director of Data Operations,1,0.018%
Latvia,non-urban,Head of Information Systems and Data Processing,1,0.018%
Latvia,urban,Clinical Data Manager,1,0.018%
Latvia,urban,Data Analyst,1,0.018%
Latvia,urban,Data Architect,1,0.018%
Latvia,urban,Data Base Design Analyst,1,0.018%
Latvia,urban,Data Communications Analyst,1,0.018%
Latvia,urban,Data Conversion Operator,1,0.018%
Latvia,urban,Data Coordinator,1,0.018%
Latvia,urban,Data Operations Director,1,0.018%
Latvia,urban,Data Systems Manager,1,0.018%
Latvia,urban,Data Warehouse Architect,1,0.018%
Latvia,urban,Data Warehousing Engineer,2,0.035%
Latvia,urban,Data Warehousing Manager,1,0.018%
Latvia,urban,Data Warehousing Specialist,1,0.018%
Latvia,urban,Database Administration Associate,1,0.018%
Latvia,urban,Databases Computer Consultant,1,0.018%
Latvia,urban,Weight in Motion Field Data Collection Technician,1,0.018%
Lithuania,urban,Automatic Data Processing Planner (ADP Planner),2,0.035%
Lithuania,urban,Clinical Data Management Associate Director,1,0.018%
Lithuania,urban,Data Communications Software Consultant,2,0.035%
Lithuania,urban,Data Entry Specialist,1,0.018%
Lithuania,urban,Data Operations Director,1,0.018%
Lithuania,urban,Data Processing Auditor,1,0.018%
Lithuania,urban,Data Processing Systems Project Planner,1,0.018%
Lithuania,urban,Data Security Administrator,1,0.018%
Lithuania,urban,Data Warehouse Architect,1,0.018%
Lithuania,urban,Data Warehouse Specialist,1,0.018%
Lithuania,urban,Database Administration Manager,1,0.018%
Lithuania,urban,Database Design Analyst,1,0.018%
Lithuania,urban,Database Designer,1,0.018%
Lithuania,urban,Database Management System Specialist (DBMS Specialist),1,0.018%
Lithuania,urban,Database Manager,1,0.018%
Lithuania,urban,Database Security Administrator,1,0.018%
Lithuania,urban,Database Specialist,1,0.018%
Lithuania,urban,Databases Software Consultant,2,0.035%
Lithuania,urban,Director of Data Operations,1,0.018%
Lithuania,urban,Electronic Data Processing Auditor (EDP Auditor),2,0.035%
Lithuania,urban,Internet Database Specialist,1,0.018%
Lithuania,urban,Maintenance Data Analyst,1,0.018%
Lithuania,urban,Oracle Database Administrator (Oracle DBA),1,0.018%
Lithuania,urban,SQL Database Administrator,1,0.018%
Lithuania,urban,Voice and Data Technician,1,0.018%
Luxembourg,non-urban,Data Communications Software Consultant,1,0.018%
Luxembourg,non-urban,Data Conversion Operator,1,0.018%
Luxembourg,non-urban,Data Storage Specialist,1,0.018%
Luxembourg,non-urban,Database Design Analyst,1,0.018%
Luxembourg,urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),2,0.035%
Luxembourg,urban,Data Processing Auditor,1,0.018%
Luxembourg,urban,Database Security Administrator,1,0.018%
Luxembourg,urban,Geographic Information Systems Database Administrator (GIS Database Administrator),1,0.018%
Malta,non-urban,Data Scientist,1,0.018%
Malta,non-urban,Database Coordinator,1,0.018%
Malta,urban,Database Coordinator,1,0.018%
Malta,urban,Geographic Information Systems Data Administrator (GIS Data Administrator),1,0.018%
Malta,urban,Internet Database Specialist,1,0.018%
Netherlands,non-urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),1,0.018%
Netherlands,non-urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),1,0.018%
Netherlands,non-urban,Clinical Data Manager,1,0.018%
Netherlands,non-urban,Data Analysis Assistant,1,0.018%
Netherlands,non-urban,Data Analyst,1,0.018%
Netherlands,non-urban,Data Center Operator,1,0.018%
Netherlands,non-urban,Data Collector,1,0.018%
Netherlands,non-urban,Data Compiler,1,0.018%
Netherlands,non-urban,Data Control Assistant,1,0.018%
Netherlands,non-urban,Data Coordinator,1,0.018%
Netherlands,non-urban,Data Entry Supervisor,1,0.018%
Netherlands,non-urban,Data Examination Clerk,1,0.018%
Netherlands,non-urban,Data Processing Auditor,1,0.018%
Netherlands,non-urban,Data Processing Equipment Repairer,2,0.035%
Netherlands,non-urban,Data Processing Manager,3,0.053%
Netherlands,non-urban,Data Processing Systems Analyst,2,0.035%
Netherlands,non-urban,Data Security Administrator,1,0.018%
Netherlands,non-urban,Data Security Analyst,1,0.018%
Netherlands,non-urban,Data Technician,1,0.018%
Netherlands,non-urban,Data Warehouse Analyst,1,0.018%
Netherlands,non-urban,Data Warehousing Engineer,1,0.018%
Netherlands,non-urban,Database Administration Associate,1,0.018%
Netherlands,non-urban,Database Administration Project Manager,1,0.018%
Netherlands,non-urban,Database Analyst,1,0.018%
Netherlands,non-urban,Database Architect,1,0.018%
Netherlands,non-urban,Database Consultant,1,0.018%
Netherlands,non-urban,Database Marketing Analyst,3,0.053%
Netherlands,non-urban,Database Modeler,2,0.035%
Netherlands,non-urban,Database Security Administrator,1,0.018%
Netherlands,non-urban,Database Tester,1,0.018%
Netherlands,non-urban,Director of Data Operations,1,0.018%
Netherlands,non-urban,Electronic Data Processing Auditor (EDP Auditor),1,0.018%
Netherlands,non-urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",2,0.035%
Netherlands,non-urban,Geographic Information Systems Database Administrator (GIS Database Administrator),1,0.018%
Netherlands,non-urban,Internet Database Specialist,1,0.018%
Netherlands,non-urban,Oracle Database Administrator (Oracle DBA),3,0.053%
Netherlands,non-urban,SCADA Operator (Supervisory Control and Data Acquisition Operator),1,0.018%
Netherlands,urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),1,0.018%
Netherlands,urban,Automatic Data Processing Planner,3,0.053%
Netherlands,urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),2,0.035%
Netherlands,urban,Business Database Analyst,1,0.018%
Netherlands,urban,Clinical Data Associate,1,0.018%
Netherlands,urban,Computer or Data Processing Systems Consultant,2,0.035%
Netherlands,urban,Data Administrator,3,0.053%
Netherlands,urban,Data Center Operator,1,0.018%
Netherlands,urban,Data Collection Technician,1,0.018%
Netherlands,urban,Data Communications Analyst,1,0.018%
Netherlands,urban,Data Communications Software Consultant,1,0.018%
Netherlands,urban,Data Control Assistant,1,0.018%
Netherlands,urban,Data Control Clerk Supervisor,2,0.035%
Netherlands,urban,Data Entry Associate,1,0.018%
Netherlands,urban,Data Management Associate,4,0.07%
Netherlands,urban,Data Management Information Technology Specialist,2,0.035%
Netherlands,urban,Data Manager,1,0.018%
Netherlands,urban,Data Miner,2,0.035%
Netherlands,urban,Data Modeling Specialist,2,0.035%
Netherlands,urban,Data Processing Consultant,2,0.035%
Netherlands,urban,Data Processing Control Clerk,1,0.018%
Netherlands,urban,Data Processing Equipment Repairer,1,0.018%
Netherlands,urban,Data Processing Manager,1,0.018%
Netherlands,urban,Data Processing Mechanic,1,0.018%
Netherlands,urban,Data Processing Services Sales Representative,1,0.018%
Netherlands,urban,Data Processing Systems Analyst,4,0.07%
Netherlands,urban,Data Sciences Director,1,0.018%
Netherlands,urban,Data Scientist,3,0.053%
Netherlands,urban,Data Security Administrator,1,0.018%
Netherlands,urban,Data Security Analyst,3,0.053%
Netherlands,urban,Data Systems Manager,1,0.018%
Netherlands,urban,Data Warehouse Analyst,2,0.035%
Netherlands,urban,Data Warehouse Specialist,2,0.035%
Netherlands,urban,Data Warehousing Engineer,4,0.07%
Netherlands,urban,Data Warehousing Manager,2,0.035%
Netherlands,urban,Database Administration Associate,2,0.035%
Netherlands,urban,Database Administration Manager,1,0.018%
Netherlands,urban,Database Consultant,2,0.035%
Netherlands,urban,Database Coordinator,4,0.07%
Netherlands,urban,Database Design Analyst,1,0.018%
Netherlands,urban,Database Designer,3,0.053%
Netherlands,urban,Database Development and Administration Project Manager,1,0.018%
Netherlands,urban,Database Management System Specialist (DBMS Specialist),2,0.035%
Netherlands,urban,Database Manager,2,0.035%
Netherlands,urban,Database Marketing Analyst,2,0.035%
Netherlands,urban,Database Modeler,1,0.018%
Netherlands,urban,Database Security Expert,2,0.035%
Netherlands,urban,Database Software Technician,3,0.053%
Netherlands,urban,Database Specialist,2,0.035%
Netherlands,urban,Database Tester,1,0.018%
Netherlands,urban,Director of Data Operations,2,0.035%
Netherlands,urban,Electronic Data Processing Auditor (EDP Auditor),4,0.07%
Netherlands,urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",4,0.07%
Netherlands,urban,Field Artillery Automated Tactical Data System Specialist,2,0.035%
Netherlands,urban,GPS Field Data Collector (Global Positioning System Field Data Collector),1,0.018%
Netherlands,urban,Geographic Information Systems Data Administrator (GIS Data Administrator),1,0.018%
Netherlands,urban,Geographic Information Systems Data Manager (GIS Data Manager),1,0.018%
Netherlands,urban,Geographic Information Systems Data Specialist (GIS Data Specialist),1,0.018%
Netherlands,urban,Geographic Information Systems Database Administrator (GIS Database Administrator),1,0.018%
Netherlands,urban,Internet Database Specialist,2,0.035%
Netherlands,urban,LiDAR Data Analyst,1,0.018%
Netherlands,urban,Micro Computer Data Processor,1,0.018%
Netherlands,urban,Reference Data Expert,1,0.018%
Netherlands,urban,SCADA Technician (Supervisory Control and Data Acquisition Technician),1,0.018%
Netherlands,urban,SQL Database Administrator,1,0.018%
Netherlands,urban,Survey Data Technician,1,0.018%
Netherlands,urban,Weight in Motion Field Data Collection Technician,1,0.018%
Poland,non-urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),3,0.053%
Poland,non-urban,Automatic Data Processing Planner,1,0.018%
Poland,non-urban,Automatic Data Processing Planner (ADP Planner),3,0.053%
Poland,non-urban,Clinical Data Associate,1,0.018%
Poland,non-urban,Clinical Data Management Associate Director,1,0.018%
Poland,non-urban,Data Architect,1,0.018%
Poland,non-urban,Data Communications Analyst,3,0.053%
Poland,non-urban,Data Communications Software Consultant,1,0.018%
Poland,non-urban,Data Communications Technician,1,0.018%
Poland,non-urban,Data Compiler,2,0.035%
Poland,non-urban,Data Coordinator,3,0.053%
Poland,non-urban,Data Entry Associate,1,0.018%
Poland,non-urban,Data Entry Specialist,1,0.018%
Poland,non-urban,Data Entry Technician,1,0.018%
Poland,non-urban,Data Management Information Technology Specialist,2,0.035%
Poland,non-urban,Data Operations Director,1,0.018%
Poland,non-urban,Data Processing Auditor,2,0.035%
Poland,non-urban,Data Processing Systems Analyst,1,0.018%
Poland,non-urban,Data Recovery Planner,1,0.018%
Poland,non-urban,Data Reviewer,1,0.018%
Poland,non-urban,Data Scientist,1,0.018%
Poland,non-urban,Data Security Analyst,1,0.018%
Poland,non-urban,Data Storage Specialist,2,0.035%
Poland,non-urban,Data Systems Manager,1,0.018%
Poland,non-urban,Data Warehouse Analyst,1,0.018%
Poland,non-urban,Data Warehouse Developer,1,0.018%
Poland,non-urban,Data Warehousing Specialist,1,0.018%
Poland,non-urban,Database Administrator (DBA),1,0.018%
Poland,non-urban,Database Architect,1,0.018%
Poland,non-urban,Database Consultant,2,0.035%
Poland,non-urban,Database Coordinator,1,0.018%
Poland,non-urban,Database Design Analyst,1,0.018%
Poland,non-urban,Database Designer,1,0.018%
Poland,non-urban,Database Development and Administration Project Manager,2,0.035%
Poland,non-urban,Database Manager,1,0.018%
Poland,non-urban,Database Modeler,2,0.035%
Poland,non-urban,Database Security Administrator,1,0.018%
Poland,non-urban,Database Software Technician,1,0.018%
Poland,non-urban,Database Tester,2,0.035%
Poland,non-urban,Databases Computer Consultant,1,0.018%
Poland,non-urban,Databases Software Consultant,2,0.035%
Poland,non-urban,Director of Data Operations,2,0.035%
Poland,non-urban,Electronic Data Processing Auditor (EDP Auditor),1,0.018%
